IS_name	itr1_start_pos	itr1_end_pos	itr2_start_pos	itr2_end_pos	description
IS_length_961-IPR002559_92_464-PTHR30007:SF2_65_476-PTHR46637_481_811-IPR025161_499_712	1	35	927	961	IPR002559:Transposase, IS4-like;IPR025161:Putative transposase IS4/IS5 family;PTHR30007:SF2:TRANSPOSASE IS4 FAMILY PROTEIN;PTHR46637:TIS1421-TRANSPOSASE PROTEIN A
IS_length_2538-IPR013762_1279_1822	1	46	2491	2538	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2851-IPR013762_961_1504	1	32	2820	2851	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2868-IPR013762_1617_2157	1	28	2841	2868	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1425-IPR013762_709_1294	1	30	1396	1425	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1656-IPR013762_444_990	1	45	1625	1656	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1882-IPR013762_1001_1532	1	42	1841	1882	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1832-IPR002560_1268_1658-IPR002560_590_845-PTHR33498_221_1697-IPR029261_230_353	1	28	1805	1832	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_721-IPR013762_116_242	1	35	687	721	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2684-IPR013762_1472_2018	1	32	2653	2684	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2409-IPR013762_1060_1597	1	29	2381	2409	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2281-IPR002156_401_797-IPR002156_392_803-IPR036397_389_806-PTHR10642_227_797-PTHR10642:SF23_227_797-IPR011320_236_365-IPR037056_230_374-IPR012337_404_803	1	32	2248	2281	IPR002156:Ribonuclease H domain;IPR011320:Ribonuclease H1, N-terminal;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR037056:Ribonuclease H1, N-terminal domain superfamily;PTHR10642:RIBONUCLEASE H1;PTHR10642:SF23:RIBONUCLEASE H1
IS_length_1425-PTHR33498_580_1378-IPR002560_583_1381	1	28	1399	1425	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1394-IPR013762_679_1291	1	30	1365	1394	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1763-IPR025246_397_520-PTHR10948_406_1552-IPR012337_1168_1546-IPR036397_1090_1576	1	29	1735	1763	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_2075-IPR013762_881_1424	1	41	2038	2075	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1530-IPR012337_319_1366-IPR038721_331_958	1	41	1497	1530	IPR012337:Ribonuclease H-like superfamily;IPR038721:Transposase IS701-like, DDE domain
IS_length_1468-IPR003346_844_1102-PTHR33055_103_1207-PTHR33055:SF3_103_1207-IPR002525_115_541	1	33	1443	1468	IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal;IPR003346:Transposase, IS116/IS110/IS902;PTHR33055:SF3:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A;PTHR33055:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1111A
IS_length_1414-IPR010095_820_1060-IPR010095_979_1222-IPR001959_571_916-PTHR30405_76_1273	1	50	1372	1414	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:TRANSPOSASE
IS_length_1706-IPR025246_146_269	1	30	1681	1706	IPR025246:Transposase IS30-like HTH domain
IS_length_2195-IPR002559_1076_1622-IPR012337_641_1919-IPR014737_1586_1934-PTHR37319_608_1919	1	34	2152	2195	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;IPR014737:Transposase, Tn5-like, C-terminal;PTHR37319:TRANSPOSASE
IS_length_2484-IPR013762_1341_1884	1	30	2455	2484	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1629-IPR002514_300_540-IPR036397_1005_1569-PTHR42648_774_1503-IPR012337_1014_1491	1	46	1585	1629	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR42648:TRANSPOSASE, PUTATIVE-RELATED
IS_length_1282-IPR012337_654_1110-IPR025246_54_183-PTHR10948_54_1113-IPR036397_636_1125	1	27	1236	1282	IPR012337:Ribonuclease H-like superfamily;IPR025246:Transposase IS30-like HTH domain;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_738-IPR011320_466_595-IPR037056_457_610	1	44	707	738	IPR011320:Ribonuclease H1, N-terminal;IPR037056:Ribonuclease H1, N-terminal domain superfamily
IS_length_2927-IPR013762_1250_1775	1	29	2896	2927	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1246-IPR013762_506_1070	1	29	1218	1246	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_947-IPR002622_6_180-IPR012337_315_588-IPR036397_261_585-IPR038717_267_537-PTHR46564_261_543-IPR002622_764_938	1	37	911	947	IPR002622:Transposase, Synechocystis PCC 6803;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain;PTHR46564:TRANSPOSASE
IS_length_2800-IPR013762_1555_2098	1	47	2754	2800	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1453-IPR013762_623_1205	1	31	1423	1453	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1457-IPR013762_764_1349	1	32	1426	1457	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1389-IPR013762_584_1184	1	26	1364	1389	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1602-IPR013762_953_1553	1	26	1577	1602	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1972-IPR013762_861_1416	1	32	1941	1972	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2018-PTHR33408_341_1973-IPR008490_428_626-IPR025668_1562_1955	1	27	1984	2018	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_767-IPR013762_68_626	1	33	735	767	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2435-IPR013762_722_1256	1	36	2393	2435	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2680-IPR027806_15_165-IPR027806_2461_2611	1	27	2654	2680	IPR027806:Harbinger transposase-derived nuclease domain
IS_length_1096-IPR002560_289_724-PTHR33498_280_721	1	49	1065	1096	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1852-IPR013762_758_1322	1	40	1813	1852	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1900-IPR013762_585_1110	1	40	1861	1900	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2311-IPR013762_1015_1540	1	27	2285	2311	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1050-IPR002559_59_455-IPR012337_77_473	1	30	1021	1050	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily
IS_length_1233-IPR038717_698_1103-IPR036397_614_1193	1	33	1201	1233	IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain
IS_length_1479-IPR036397_635_1037-IPR012337_647_1010	1	41	1433	1479	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2384-IPR022898_60_600-IPR022898_60_609-IPR022898_66_597-IPR012337_57_615-IPR024567_57_627-IPR024567_66_594-IPR001352_60_609-IPR036397_51_633	1	32	2351	2384	IPR001352:Ribonuclease HII/HIII;IPR012337:Ribonuclease H-like superfamily;IPR022898:Ribonuclease HII;IPR024567:Ribonuclease HII/HIII domain;IPR036397:Ribonuclease H superfamily
IS_length_913-IPR002686_325_640-IPR002686_313_649-IPR036515_292_667-IPR036515_292_778-PTHR36966_298_706	1	30	877	913	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_1046-IPR013762_404_965	1	30	1002	1046	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1665-IPR013762_565_1090	1	28	1638	1665	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1452-IPR002560_517_1285-IPR029261_157_289-PTHR33498_148_1318	1	31	1423	1452	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_780-IPR002560_8_164-IPR002560_208_490	1	27	753	780	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_1029-PTHR33408_683_878-PTHR33408_128_656-IPR025668_665_812-IPR008490_281_488	1	43	990	1029	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain;PTHR33408:TRANSPOSASE
IS_length_2012-IPR012337_772_1429-IPR002559_781_1456-PTHR33258_781_1561	1	37	1976	2012	IPR002559:Transposase, IS4-like;IPR012337:Ribonuclease H-like superfamily;PTHR33258:TRANSPOSASE INSL FOR INSERTION SEQUENCE ELEMENT IS186A-RELATED
IS_length_990-IPR013762_521_962	1	33	947	990	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2516-IPR002560_9_138	1	39	2475	2516	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain
IS_length_1019-IPR013762_375_936	1	30	992	1019	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1091-IPR036515_566_950-IPR036515_545_908-PTHR33360_551_914-IPR002686_566_902-IPR002686_584_902	1	37	1055	1091	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_1425-PTHR30405_76_1234-IPR010095_982_1225-IPR010095_823_1063-IPR001959_574_919	1	27	1381	1425	IPR001959:Probable transposase, IS891/IS1136/IS1341;IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:TRANSPOSASE
IS_length_2436-IPR027805_1269_1416	1	45	2411	2436	IPR027805:Transposase, Helix-turn-helix domain
IS_length_1691-IPR002514_313_520-PTHR46889_762_1536-IPR012337_1038_1524-IPR036397_1041_1527	1	35	1650	1691	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2700-IPR024445_647_1106-IPR024445_644_1118	1	32	2669	2700	IPR024445:ISXO2-like transposase domain
IS_length_2612-IPR024445_1805_2228-IPR024445_1787_2228-IPR024442_1436_1583	1	28	2585	2612	IPR024442:Transposase, zinc-ribbon;IPR024445:ISXO2-like transposase domain
IS_length_1496-IPR013762_625_1219	1	27	1470	1496	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1411-IPR025668_838_940	1	49	1362	1411	IPR025668:Transposase DDE domain
IS_length_2496-PTHR46889_1733_2081-IPR012337_1964_2075-PTHR46889_2135_2345-IPR036397_2120_2423-IPR012337_2138_2360	1	29	2464	2496	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1034-IPR013762_415_967	1	27	1008	1034	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1360-IPR013762_485_824	1	26	1335	1360	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1542-IPR032877_438_576	1	42	1505	1542	IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain
IS_length_1065-IPR002559_456_963	1	26	1039	1065	IPR002559:Transposase, IS4-like
IS_length_808-IPR005063_159_519	1	28	774	808	IPR005063:Transposase, IS1
IS_length_1620-IPR013762_1008_1533	1	28	1593	1620	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2734-PTHR46889_6_291-IPR036397_0_294-IPR012337_6_276-PTHR46889_2422_2707-IPR036397_2416_2710-IPR012337_2422_2692	1	26	2709	2734	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1452-IPR025668_570_711-PTHR30007:SF0_540_720-IPR002559_731_878-IPR025161_1041_1233	1	36	1427	1452	IPR002559:Transposase, IS4-like;IPR025161:Putative transposase IS4/IS5 family;IPR025668:Transposase DDE domain;PTHR30007:SF0:TRANSPOSASE
IS_length_2196-IPR012337_476_782-IPR036397_464_791-PTHR46889_467_788-IPR032877_1388_1523-IPR002560_1583_1784-PTHR33498_1229_1781	1	26	2171	2196	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR012337:Ribonuclease H-like superfamily;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;IPR036397:Ribonuclease H superfamily;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1506-IPR032877_442_577-IPR002560_637_838-PTHR33498_283_835-IPR002560_1197_1404	1	29	1477	1506	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1539-IPR013762_525_1050	1	33	1512	1539	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1612-IPR013762_522_1047	1	41	1568	1612	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1420-IPR029261_184_310-IPR032877_343_469-PTHR33498_118_1273-IPR002560_526_1246	1	32	1389	1420	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR029261:Transposase IS204/IS1001/IS1096/IS1165, zinc-finger;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_592-IPR002686_166_550-IPR002686_157_553-IPR036515_154_568-IPR036515_142_577-PTHR36966_121_562	1	27	565	592	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_913-IPR036515_208_706-IPR036515_211_691-IPR002686_241_670-IPR002686_226_679-PTHR36966_160_685	1	32	885	913	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
IS_length_772-PTHR33360:SF2_225_579-IPR002686_225_567-IPR002686_234_567-PTHR33360_225_579-IPR036515_234_615-IPR036515_216_570	1	44	729	772	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:SF2:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_2239-IPR013762_951_1482	1	41	2199	2239	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1245-IPR012337_51_276-IPR036397_45_282-PTHR46889_48_282-PTHR42648_344_551-PTHR42648:SF3_344_551-IPR012337_365_545	1	32	1220	1245	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR42648:SF3:TRANSPOSASE INSK FOR INSERTION SEQUENCE ELEMENT IS150-RELATED;PTHR42648:TRANSPOSASE, PUTATIVE-RELATED;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_2835-IPR004641_1161_1989-IPR004641_1143_2016-IPR004641_1143_2013-PTHR10954:SF12_1143_2010-IPR024567_1383_1992-IPR024567_1374_2019-IPR012337_1377_2010-IPR024568_1164_1353-IPR024568_1152_1350-IPR036397_1389_2019-IPR001352_1143_2010	1	47	2798	2835	IPR001352:Ribonuclease HII/HIII;IPR004641:Ribonuclease HIII;IPR012337:Ribonuclease H-like superfamily;IPR024567:Ribonuclease HII/HIII domain;IPR024568:Ribonuclease HIII, N-terminal;IPR036397:Ribonuclease H superfamily;PTHR10954:SF12:RIBONUCLEASE HIII
IS_length_1762-IPR013762_592_1117	1	28	1735	1762	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1088-IPR025246_127_247-PTHR10948_127_697	1	27	1045	1088	IPR025246:Transposase IS30-like HTH domain;PTHR10948:TRANSPOSASE
IS_length_1684-IPR002514_58_298-IPR036397_885_1092-PTHR46889_762_1092-IPR012337_885_1089-IPR002514_1168_1417	1	40	1640	1684	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_1541-IPR032877_439_577-IPR002560_938_1250	1	29	1514	1541	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain
IS_length_2242-IPR036397_1517_2021-IPR012337_1523_2015	1	28	2204	2242	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily
IS_length_2786-IPR013762_1518_2064	1	34	2753	2786	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1159-IPR024445_530_986-IPR024445_530_995	1	26	1134	1159	IPR024445:ISXO2-like transposase domain
IS_length_1473-IPR002514_168_408	1	34	1428	1473	IPR002514:Transposase IS3/IS911family
IS_length_1336-IPR002560_25_226-IPR032877_385_532-IPR002560_580_1021-PTHR33498_334_988	1	48	1306	1336	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;IPR032877:Transposase IS204/IS1001/IS1096/IS1165, helix-turn-helix domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_2519-IPR013762_13_301	1	36	2480	2519	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1575-IPR025668_994_1456	1	28	1533	1575	IPR025668:Transposase DDE domain
IS_length_1032-IPR002686_171_471-IPR002686_135_471-PTHR33360_120_483-IPR036515_138_516-IPR036515_114_477-PTHR33360:SF2_120_483	1	32	990	1032	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR33360:SF2:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200;PTHR33360:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS200
IS_length_2282-IPR036397_1554_1980-IPR022892_1554_1977-IPR022892_1560_1974-IPR002156_1557_1971-IPR002156_1551_1974-PTHR10642_1551_1977-PTHR10642:SF23_1551_1977-IPR012337_1557_1974	1	39	2240	2282	IPR002156:Ribonuclease H domain;IPR012337:Ribonuclease H-like superfamily;IPR022892:Ribonuclease HI;IPR036397:Ribonuclease H superfamily;PTHR10642:RIBONUCLEASE H1;PTHR10642:SF23:RIBONUCLEASE H1
IS_length_1856-IPR022898_1260_1824-IPR022898_1281_1812-IPR022898_1275_1815-IPR001352_1260_1824-IPR012337_1263_1830-IPR024567_1281_1809-IPR024567_1272_1842-IPR036397_1218_1848	1	27	1830	1856	IPR001352:Ribonuclease HII/HIII;IPR012337:Ribonuclease H-like superfamily;IPR022898:Ribonuclease HII;IPR024567:Ribonuclease HII/HIII domain;IPR036397:Ribonuclease H superfamily
IS_length_1763-IPR013762_615_1140	1	39	1725	1763	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1464-IPR013762_772_1360	1	27	1438	1464	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1407-IPR013762_724_1306	1	29	1379	1407	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1715-IPR013762_754_1360	1	26	1690	1715	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2128-IPR013762_832_1378	1	32	2100	2128	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1699-IPR013762_1056_1581	1	38	1662	1699	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2716-IPR004291_613_1474-IPR008878_1747_2035-IPR008878_1723_2068	1	27	2690	2716	IPR004291:Transposase IS66, central domain;IPR008878:Transposase IS66, Orf2
IS_length_1932-IPR025668_1373_1730-IPR008490_353_539	1	31	1889	1932	IPR008490:Transposase InsH, N-terminal;IPR025668:Transposase DDE domain
IS_length_1402-IPR013762_695_1292	1	27	1361	1402	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_863-IPR001207_54_639-IPR001207_81_642-PTHR33217:SF5_81_642-IPR001207_697_859-IPR001207_685_859	1	33	824	863	IPR001207:Transposase, mutator type;PTHR33217:SF5:MUTATOR FAMILY TRANSPOSASE
IS_length_1676-IPR013762_551_1076	1	29	1648	1676	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_2213-IPR010095_1567_1753-PTHR30405_1171_1822	1	32	2182	2213	IPR010095:Transposase IS605, OrfB, C-terminal;PTHR30405:TRANSPOSASE
IS_length_1703-IPR002560_550_1423-PTHR33498_133_1429	1	27	1677	1703	IPR002560:Transposase IS204/IS1001/IS1096/IS1165, DDE domain;PTHR33498:TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS1557
IS_length_1041-IPR013762_403_961	1	37	1005	1041	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1063-IPR038717_670_820-PTHR46564_664_826-IPR036397_664_826	1	43	1022	1063	IPR036397:Ribonuclease H superfamily;IPR038717:Tc1-like transposase, DDE domain;PTHR46564:TRANSPOSASE
IS_length_1551-PTHR46889_246_888-IPR012337_387_876-IPR036397_393_888-IPR038965_246_888-IPR002514_1103_1322	1	32	1503	1551	IPR002514:Transposase IS3/IS911family;IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;IPR038965:Transposase InsF-like;PTHR46889:TRANSPOSASE INSF FOR INSERTION SEQUENCE IS3B-RELATED
IS_length_678-PTHR10948_0_171-IPR036397_0_183-IPR012337_0_183-IPR012337_484_664-IPR036397_484_664-PTHR10948_484_652	1	32	648	678	IPR012337:Ribonuclease H-like superfamily;IPR036397:Ribonuclease H superfamily;PTHR10948:TRANSPOSASE
IS_length_1090-IPR013762_365_920	1	31	1060	1090	IPR013762:Integrase-like, catalytic domain superfamily
IS_length_1608-IPR025668_60_192-PTHR30007:SF0_1381_1600-IPR025668_1414_1591	1	26	1571	1608	IPR025668:Transposase DDE domain;PTHR30007:SF0:TRANSPOSASE
IS_length_819-IPR005063_324_681	1	44	794	819	IPR005063:Transposase, IS1
IS_length_952-IPR002686_136_490-IPR002686_124_496-PTHR36966_106_559-IPR036515_100_619-IPR036515_100_514	1	29	913	952	IPR002686:Transposase IS200-like;IPR036515:Transposase IS200-like superfamily;PTHR36966:REP-ASSOCIATED TYROSINE TRANSPOSASE
